"ReportingAreaName","ReportingAreaState","ReportingAreaID","ReportingAreaLat","ReportingAreaLong","SiteID","SiteName","SiteAgencyName","SiteLat","SiteLong"
"Twisp","WA","wa027",48.3645,-120.1211,"840530470016","Twisp-Ewell St","Washington Department of Ecology",48.354124,-120.105116
"Tyler-Longview-Marshall","TX","tx008",32.35,-95.3,"482030002","Karnack C85","Texas Commission on Environmental Quality",32.6706,-94.1681
"Tyler-Longview-Marshall","TX","tx008",32.35,-95.3,"481830001","Longview C19/C127","Texas Commission on Environmental Quality",32.378682,-94.711811
"Tyler-Longview-Marshall","TX","tx008",32.35,-95.3,"480371031","Texarkana New Boston","Texas Commission on Environmental Quality",33.435489,-94.075671
"Tyler-Longview-Marshall","TX","tx008",32.35,-95.3,"484230007","Tyler Airport Relocated C82","Texas Commission on Environmental Quality",32.344008,-95.415751
"Ukiah","CA","ca261",39.1502,-123.2078,"060450008","Ukiah District Office","Mendocino County AQMD",39.145733,-123.202995
"Ukiah","CA","ca261",39.1502,-123.2078,"060450006","Ukiah Library","Mendocino County AQMD",39.150478,-123.206528
"Ulaanbaatar","  ","ds015",47.9284,106.9295,"UB1010001","Ulaanbaatar","U.S. Department of State Mongolia - Ulaanbaatar",47.928385,106.92947
"Union County","NC","nc094",34.9883,-80.5307,"TT0328801","Catawba Indian Nation","North Carolina DEQ - Division of Air Quality",34.91263,-80.874283
"Union County","NC","nc094",34.9883,-80.5307,"371790003","MONROEMS","North Carolina DEQ - Division of Air Quality",34.973889,-80.540833
"Upper Eastern Shore","MD","md009",39.1557,-76.0535,"240290002","Millington","Maryland Department of the Environment",39.305199,-75.797203
"Upper Green River Basin","WY","wy013",42.7,-109.9,"560350700","Big Piney","Wyoming Department of Environmental Quality",42.486668,-110.099167
"Upper Green River Basin","WY","wy013",42.7,-109.9,"560350099","Boulder","Wyoming Department of Environmental Quality",42.7186,-109.7531
"Upper Green River Basin","WY","wy013",42.7,-109.9,"560350100","Daniel South","Wyoming Department of Environmental Quality",42.7914,-110.0547
"Upper Green River Basin","WY","wy013",42.7,-109.9,"560351002","Juel Spring","Wyoming Department of Environmental Quality",42.373001,-109.563004
"Upper Green River Basin","WY","wy013",42.7,-109.9,"560359991","Pinedale","Wyoming Department of Environmental Quality",42.9288,-109.788
"Upper Green River Basin","WY","wy013",42.7,-109.9,"560350101","Pinedale Gaseous","Wyoming Department of Environmental Quality",42.8698,-109.8708
"Upper Hudson Valley Region","NY","ny001",42.5884,-73.5646,"360010005","Albany","New York Dept. of Environmental Conservation",42.6425,-73.7547
"Upper Hudson Valley Region","NY","ny001",42.5884,-73.5646,"360010012","Loudonville","New York Dept. of Environmental Conservation",42.6769,-73.7556
"Upper Hudson Valley Region","NY","ny001",42.5884,-73.5646,"360910004","Stillwater","New York Dept. of Environmental Conservation",43.0122,-73.6492
"Uxbridge","MA","ma021",42.0997,-71.62,"250270024","Uxbridge","Massachusetts Dept. of Environmental Protection",42.0997,-71.62
"Vacaville","CA","ca130",38.3525,-121.9617,"060953003","Vacaville","Yolo-Solano AQMD",38.356556,-121.949853
"Vancouver","WA","wa030",45.6336,-122.6028,"530110011","Vancouver-Blairmont Dr (SO)","Washington Department of Ecology",45.6166,-122.516602
"Vancouver","WA","wa030",45.6336,-122.6028,"530110024","Vancouver-NE 84th Ave","Washington Department of Ecology",45.64336,-122.58737
"Vermillion","SD","sd010",42.78,-96.93,"840460270001","Vermillion","South Dakota Department of Agriculture and Natural Resources",42.789453,-96.903867
"Vermont Mountain Valley Locations","VT","vt005",44.26,-72.58,"500030004","Bennington","Vermont Air Quality & Climate Division",42.887501,-73.249702
"Vermont Mountain Valley Locations","VT","vt005",44.26,-72.58,"500210002","Rutland","Vermont Air Quality & Climate Division",43.608528,-72.98246
"Vermont Mountain Valley Locations","VT","vt005",44.26,-72.58,"500070007","Underhill","Vermont Air Quality & Climate Division",44.528389,-72.868973
"Vernal","UT","ut007",40.4555,-109.5288,"490471004","Vernal #4","Utah Department of Environmental Quality",40.464722,-109.56083
"Victoria","TX","tx009",28.824,-96.983,"484690003","Victoria C87","Texas Commission on Environmental Quality",28.8358,-97.0056
"Victorville","CA","ca175",34.5108,-117.3255,"060710013","Lucerne Valley","Mojave Desert AQMD",34.4101,-116.906874
"Victorville","CA","ca175",34.5108,-117.3255,"060710306","Victorville - Park Avenue","Mojave Desert AQMD",34.510955,-117.32555
"Vientiane","  ","ds060",17.9,102.64,"418LAO010001","Vientiane","U.S. Department of State Laos - Vientiane",17.896122,102.64
"Viking Lake State Park","IA","ia006",40.971,-95.044,"191370002","Viking Lake State Park","Iowa DNR",40.970001,-95.044998
"Vilas and Forest Counties","WI","wi010",45.8085,-89.2313,"550410007","POTAWATOMI","Wisconsin Dept. of Natural Resources",45.5639,-88.81
"Vilas and Forest Counties","WI","wi010",45.8085,-89.2313,"551250001","TROUT LAKE","Wisconsin Dept. of Natural Resources",46.0481,-89.6536
"Vincennes","IN","in013",38.8583,-87.477,"180550001","Plummer","Indiana Dept. of Environmental Management 2",38.985556,-86.99
"Vincennes","IN","in013",38.8583,-87.477,"180839991","Vincennes","Indiana Dept. of Environmental Management 2",38.7408,-87.4853
"Visalia","CA","ca113",36.3254,-119.3206,"840061072003","Visalia - W Ashland Avenue","San Joaquin Valley Unified APCD",36.30815,-119.3129
"W San Bernardino M","CA","ca169",34.244,-117.5328,"060710005","Crestline - Lake Gregory","South Coast AQMD",34.243132,-117.272275
"W San Fernando Vly","CA","ca136",34.1991,-118.5327,"060371201","Reseda","South Coast AQMD",34.1992,-118.5331
"W San Gabriel Vly","CA","ca138",34.1327,-118.1272,"060371103","Los Angeles - N. Main Street","South Coast AQMD",34.066429,-118.226755
"W San Gabriel Vly","CA","ca138",34.1327,-118.1272,"060372005","Pasadena","South Coast AQMD",34.13263,-118.127142
"Waco-Killeen","TX","tx014",31.5558,-97.1309,"480271047","Killeen C1047","Texas Commission on Environmental Quality",31.088002,-97.679734
"Waco-Killeen","TX","tx014",31.5558,-97.1309,"480271045","Temple Georgia C1045","Texas Commission on Environmental Quality",31.122527,-97.431158
"Waco-Killeen","TX","tx014",31.5558,-97.1309,"483091037","Waco C1037","Texas Commission on Environmental Quality",31.6531,-97.0706
"Waikoloa","HI","hi012",19.9431,-155.7906,"150012021","Waikoloa-21","Hawaii State Dept. of Health",19.977467,-155.798067
"Wake County","NC","nc007",35.878,-78.787,"371830014","Millbrook NCore","North Carolina DEQ - Division of Air Quality",35.856111,-78.574167
"Walla Walla","WA","wa023",46.0558,-118.3514,"530710005","Walla Walla-12th St","Washington Department of Ecology",46.0588,-118.3514
"Walworth and Rock Counties","WI","wi014",42.5902,-88.7753,"551050030","Beloit-Converse","Wisconsin Dept. of Natural Resources",42.51831,-89.06347
"Walworth and Rock Counties","WI","wi014",42.5902,-88.7753,"840551270006","Elkhorn","Wisconsin Dept. of Natural Resources",42.66218,-88.48703
"Wamsutter","WY","wy009",41.68,-108.02,"560370200","Wamsutter","Wyoming Department of Environmental Quality",41.6778,-108.0242
"Ward","AL","al009",32.3625,-88.2779,"011190003","Ward","Alabama Department of Environmental Management",32.36253,-88.27792
"Ware - Quabbin Summit","MA","ma013",42.2983,-72.3347,"250154002","WARE","Massachusetts Dept. of Environmental Protection",42.298302,-72.334396
"Warner Robins","GA","ga012",32.6056,-83.5978,"131530001","Warner Robins","Georgia Department of Natural Resources",32.6056,-83.5979
"Waterbury","CT","ct015",41.56,-73.05,"090079007","Middletown","Connecticut Dept. of Energy and Environmental Protection",41.55,-72.626
"Waterbury","CT","ct015",41.56,-73.05,"090092123","Waterbury","Connecticut Dept. of Energy and Environmental Protection",41.5503,-73.0442
"Waterloo","IA","ia004",42.496,-92.4,"190130009","Waterloo, Water Tower","Iowa DNR",42.5014,-92.315804
"Waterloo","IA","ia004",42.496,-92.4,"190170011","Waverly, Airport","Iowa DNR",42.743099,-92.5131
"Watertown","SD","sd006",44.8997,-97.1288,"460290002","Watertown","South Dakota Department of Agriculture and Natural Resources",44.89965,-97.128802
"Watsonville","CA","ca215",36.9153,-121.7607,"060870007","Santa Cruz AMS","Monterey Bay Unified APCD",36.98332,-121.98822
"Waukesha and Jefferson Counties","WI","wi013",43.0118,-88.5217,"550550009","Jefferson-Laatsch","Wisconsin Dept. of Natural Resources",43.0034,-88.8283
"Waukesha and Jefferson Counties","WI","wi013",43.0118,-88.5217,"551330027","WAUKESHA - CLEVELAND AVE","Wisconsin Dept. of Natural Resources",43.0203,-88.215
"Weaverville","CA","ca278",40.734,-122.941,"061050002","Weaverville","North Coast Unified Air Quality Management District",40.734722,-122.941109
"Weeping Water","NE","ne005",40.87,-96.14,"310250002","WWTP BAM","Nebraska Department of Environment and Energy",40.866225,-96.137447
"Weirton","WV","wv008",40.4273,-80.5925,"540290009","WEIRTON","West Virginia Division of Air Quality",40.42735,-80.59253
"Weiser (seasonal)","ID","id025",44.2617,-116.9792,"160871004","Weiser PM25","Idaho Department of Environmental Quality",44.261694,-116.979172
"Wenatchee","WA","wa024",47.4122,-120.3183,"530070011","Wenatchee-Fifth St","Washington Department of Ecology",47.43061,-120.34195
"West Central Minnesota","MN","mn005",46.4603,-95.5234,"270052013","Detroit Lakes","Minnesota Pollution Control Agency",46.8511,-95.8467
"West Greenwich","RI","ri003",41.615,-71.7197,"440030002","W Greenwich","Rhode Island Dept. of Environmental Management",41.615,-71.7197
"West Palm Beach","FL","fl007",26.715,-80.062,"120990008","Belle Glade","Palm Beach County Health Department Division of Environmental Science and Engineering",26.724167,-80.663055
"West Palm Beach","FL","fl007",26.715,-80.062,"840120992005","Delray Beach","Palm Beach County Health Department Division of Environmental Science and Engineering",26.456944,-80.092778
"West Palm Beach","FL","fl007",26.715,-80.062,"840120990022","Lamstein Lane","Palm Beach County Health Department Division of Environmental Science and Engineering",26.687606,-80.219619
"West Palm Beach","FL","fl007",26.715,-80.062,"120990021","Lantana Preserve","Palm Beach County Health Department Division of Environmental Science and Engineering",26.593808,-80.058917
"Western Interior","ME","me017",44.2306,-69.785,"230010014","DURHAM","Maine Dept. of Environmental Protection",43.974449,-70.124893
"Western Interior","ME","me017",44.2306,-69.785,"230112001","Gardiner High School","Maine Dept. of Environmental Protection",44.2267,-69.7892
"Western Interior","ME","me017",44.2306,-69.785,"230010011","Lewiston","Maine Dept. of Environmental Protection",44.089355,-70.214134
"Western Interior","ME","me017",44.2306,-69.785,"230310040","Shapleigh Ball Park","Maine Dept. of Environmental Protection",43.58889,-70.877342
"Western Maryland","MD","md002",39.6246,-78.9097,"240230002","Piney Run","Maryland Department of the Environment",39.705799,-79.011902
"Western Mountains","ME","me011",44.8758,-70.4686,"230173002","Bethel Smith Farm Road","Maine Dept. of Environmental Protection",44.377794,-70.854697
"Western Mountains","ME","me011",44.8758,-70.4686,"230172011","Rumford","Maine Dept. of Environmental Protection",44.5514,-70.5463
"Western Nevada County","CA","ca129",39.2192,-121.0611,"060570005","Grass Valley","Northern Sierra AQMD",39.234402,-121.055603
"Western New York Region","NY","ny002",42.6595,-79.0628,"360290002","Amherst","New York Dept. of Environmental Conservation",42.9925,-78.7764
"Western New York Region","NY","ny002",42.6595,-79.0628,"360290005","Buffalo","New York Dept. of Environmental Conservation",42.8781,-78.8094
"Western New York Region","NY","ny002",42.6595,-79.0628,"360290023","Buffalo Near-road","New York Dept. of Environmental Conservation",42.92111,-78.76611
"Western New York Region","NY","ny002",42.6595,-79.0628,"360130006","Dunkirk","New York Dept. of Environmental Conservation",42.4992,-79.32
"Western New York Region","NY","ny002",42.6595,-79.0628,"360631006","Middleport","New York Dept. of Environmental Conservation",43.2189,-78.4792
"Western New York Region","NY","ny002",42.6595,-79.0628,"360291014","Tonawanda II","New York Dept. of Environmental Conservation",42.9981,-78.8993
"Westmorland","CA","ca255",33.0325,-115.6225,"060254003","Westmorland - 570 Cook St","Imperial County Air Pollution Control District",33.0325,-115.6225
"Westport","CT","ct007",41.1189,-73.3369,"090010010","Bridgeport","Connecticut Dept. of Energy and Environmental Protection",41.171398,-73.195297
"Westport","CT","ct007",41.1189,-73.3369,"090019003","Westport","Connecticut Dept. of Energy and Environmental Protection",41.1189,-73.3369
"Weymouth","MA","ma025",42.2459,-70.9628,"840250212005","WeymouthFR","Massachusetts Dept. of Environmental Protection",42.241229,-70.963346
"Wheeling","WV","wv009",40.1147,-80.7008,"540690010","WHEELING","West Virginia Division of Air Quality",40.1147,-80.700798
"Whiterocks","UT","ut010",40.468,-109.9307,"490477022","Whiterocks","Ute Tribe",40.483799,-109.906197
"Wichita","KS","ks001",37.7011,-97.3139,"201910002","PECK","City of Wichita",37.4769,-97.3664
"Wichita","KS","ks001",37.7011,-97.3139,"201730018","Sedgwick","City of Wichita",37.897499,-97.492073
"Wichita","KS","ks001",37.7011,-97.3139,"201730010","WHlthDpt","City of Wichita",37.7011,-97.3139
"Williamsport","PA","pa013",41.2412,-77.0011,"420810100","Montoursville","Pennsylvania Dept. of Environmental Protection",41.2508,-76.9239
"Williamsport","PA","pa013",41.2412,-77.0011,"840420810419","Salladasburg","Pennsylvania Dept. of Environmental Protection",41.266192,-77.230933
"Willits","CA","ca258",39.4117,-123.3527,"060450008","Ukiah District Office","Mendocino County AQMD",39.145733,-123.202995
"Willits","CA","ca258",39.4117,-123.3527,"840060452003","Willits Blosser Lane","Mendocino County AQMD",39.39861,-123.35872
"Willows","CA","ca256",39.5239,-122.194,"060210003","Willows-Colusa","Glenn County Air Pollution Control District",39.53387,-122.190834
"Wilmington Area","DE","de004",39.7391,-75.5398,"100031010","BCSP","Delaware Dept. of Natural Resources and Environment",39.817222,-75.563889
"Wilmington Area","DE","de004",39.7391,-75.5398,"100031013","BELLFNT2","Delaware Dept. of Natural Resources and Environment",39.773889,-75.496389
"Wilmington Area","DE","de004",39.7391,-75.5398,"100032004","MLK","Delaware Dept. of Natural Resources and Environment",39.739444,-75.558056
"Wilmington Area","DE","de004",39.7391,-75.5398,"100031003","RIVER ROAD PARK; BELLEFONTE","Delaware Dept. of Natural Resources and Environment",39.7611,-75.4919
"Winchester","VA","va005",39.15,-78.15,"240430009","Hagerstown","Virginia Dept. of Environmental Quality",39.565601,-77.721901
"Winchester","VA","va005",39.15,-78.15,"510690010","LESTER BUILDING SYSTEMS  NEAR REST","Virginia Dept. of Environmental Quality",39.28102,-78.08157
"Winchester","VA","va005",39.15,-78.15,"540030003","MARTINSBURG","Virginia Dept. of Environmental Quality",39.465599,-77.958298
"Wind Cave","SD","sd003",43.5578,-103.4839,"460330132","WIND CAVE","South Dakota Department of Agriculture and Natural Resources",43.557613,-103.483658
"Winthrop","WA","wa028",48.4772,-120.1906,"530470010","Winthrop-Chewuch Rd","Washington Department of Ecology",48.4772,-120.1906
"Woodland","CA","ca122",38.6784,-121.7741,"061131003","Woodland","Yolo-Solano AQMD",38.661239,-121.732683
"Worcester","MA","ma004",42.1908,-71.8761,"250270015","Worcester","Massachusetts Dept. of Environmental Protection",42.2742,-71.8758
"Worcester","MA","ma004",42.1908,-71.8761,"250270023","Worcester","Massachusetts Dept. of Environmental Protection",42.263901,-71.794701
"Wythe Co.","VA","va011",36.95,-81.08,"511970002","RURAL RETREAT","Virginia Dept. of Environmental Quality",36.89117,-81.25423
"Yacolt","WA","wa031",45.8656,-122.4069,"530110022","Yacolt-Yacolt Rd","Washington Department of Ecology",45.863899,-122.410889
"Yakima","WA","wa049",46.5949,-120.5122,"530770009","Yakima-4th Ave","Yakima Regional Clean Air Agency",46.594952,-120.512283
"Yancey County","NC","nc104",35.8985,-82.3081,"371990004","Mt Mitchell","North Carolina DEQ - Division of Air Quality",35.765413,-82.264944
"Yancey County","NC","nc104",35.8985,-82.3081,"371210004","Spruce Pine","North Carolina DEQ - Division of Air Quality",35.912487,-82.062082
"Yellowstone National Park","MT","mt001",44.5597,-110.4006,"300310017","West Yellowstone Park Ent #2","National Park Service",44.657014,-111.089618
"Yellowstone National Park","MT","mt001",44.5597,-110.4006,"560391011","Yellowstone NP","National Park Service",44.5597,-110.4006
"Yellowstone National Park","MT","mt001",44.5597,-110.4006,"560391013","Yellowstone- Old Faithful Snow Lodge","National Park Service",44.373056,-110.830833
"Yerevan","  ","ds073",40.16,44.48,"051YER010001","Yerevan","U.S. Department of State Armenia - Yerevan",40.16515,44.48171
"York, Chester, and Lancaster","SC","sc005",34.9392,-81.0283,"TT0328801","Catawba Indian Nation","South Carolina DHEC",34.91263,-80.874283
"York, Chester, and Lancaster","SC","sc005",34.9392,-81.0283,"450910008","York Landfill","South Carolina DHEC",34.977,-81.207
"Yosemite National Park","CA","ca200",37.7133,-119.7061,"060430003","Yosemite NP Turtleback Dome","National Park Service",37.713299,-119.7061
